			8N	8T	33N	33T	51N	51T	8N	8T	33N	33T	51N	51T	8T vs. 8N	33T vs. 33N	51T vs. 51N				8T vs. 8N	33T vs. 33N	51T vs. 51N	8T vs. 8N	33T vs. 33N	51T vs. 51N	all									
			counts	counts	counts	counts	counts	counts	counts	counts	counts	counts	counts	counts	log2(ratioOfNormalizedCounts)	log2(ratioOfNormalizedCounts)	log2(ratioOfNormalizedCounts)				log2(ratioOfNormalizedCounts)	log2(ratioOfNormalizedCounts)	log2(ratioOfNormalizedCounts)	rank(ratioOfNormalizedCounts)	rank(ratioOfNormalizedCounts)	rank(ratioOfNormalizedCounts)	median(rank(ratioOfNormalizedCounts))	LRT Analysis 								
idRefSeq	nameOfGene	numberOfExons	sum	sum	sum	sum	sum	sum	normalized_sum	normalized_sum	normalized_sum	normalized_sum	normalized_sum	normalized_sum	normalized_sum_ratio	normalized_sum_ratio	normalized_sum_ratio		RefSeq Id	Gene	normalized_sum_ratio	normalized_sum_ratio	normalized_sum_ratio	normalized_sum_ratio	normalized_sum_ratio	normalized_sum_ratio	normalized_sum_ratio	Normal_counts	Tumor_counts	Normal_RPM	Tumor_RPM	Normal_RPKM	Tumor_RPKM	log2(FC)	p-value	FDR
NM_003319	TTN	191	250461	913	159869	2383	1285565	146070	1.0E-02	4.3E-05	4.1E-03	6.2E-05	2.3E-02	3.7E-03	-7.89	-6.03	-2.64		NM_003319	TTN	-7.89	-6.03	-2.64	42	60	362	60	1695895	149366	12334.17649	1254.569486	150.3654422	15.2944054	-3.297397111	0	0
NM_015848	KRT76	9	5919	26	1902	160	285	6	2.4E-04	1.3E-06	4.9E-05	4.2E-06	5.1E-06	1.8E-07	-7.56	-3.53	-4.85		NM_015848	KRT76	-7.56	-3.53	-4.85	60	204	43	60	8106	192	97.61113915	1.850142568	38.85793756	0.736521723	-5.721337443	0	0
NM_145244	DDIT4L	3	432	1	935	6	1005	227	1.8E-05	9.4E-08	2.4E-05	1.8E-07	1.8E-05	5.7E-06	-7.55	-7.03	-1.64		NM_145244	DDIT4L	-7.55	-7.03	-1.64	62	24	1185	62	2372	234	19.70552236	1.963138748	7.558696724	0.753025987	-3.327365947	0	0
NM_014391	ANKRD1	9	1207	4	790	11	4508	743	4.9E-05	2.3E-07	2.0E-05	3.1E-07	8.0E-05	1.9E-05	-7.7	-6.01	-2.1		NM_014391	ANKRD1	-7.7	-6.01	-2.1	54	64	695	64	6505	758	49.63007865	6.361671604	24.88970845	3.190407023	-2.963736935	0	0
NM_002272	KRT4	9	76461	353	99082	20651	47411	31	3.1E-03	1.7E-05	2.5E-03	5.4E-04	8.4E-04	8.0E-07	-7.54	-2.23	-10.04		NM_002272	KRT4	-7.54	-2.23	-10.04	65	513	1	65	222954	21035	2152.342421	185.7200273	835.5366542	72.09628391	-3.534706314	0	0
NM_133378	TTN	312	328503	1204	206612	3178	1675945	191624	1.3E-02	5.6E-05	5.3E-03	8.3E-05	3.0E-02	4.8E-03	-7.88	-5.99	-2.63		NM_133378	TTN	-7.88	-5.99	-2.63	45	65	369	65	2211060	196006	16091.07127	1646.37422	158.5030513	16.2173999	-3.288896175	0	0
NM_198274	SMYD1	10	490	0	511	7	1419	149	2.0E-05	4.7E-08	1.3E-05	2.1E-07	2.5E-05	3.8E-06	-8.73	-5.96	-2.75		NM_198274	SMYD1	-8.73	-5.96	-2.75	19	67	310	67	2420	156	19.33372979	1.305014116	4.430277221	0.299040815	-3.888982666	0	0
NM_003476	CSRP3	6	636	2	673	8	4733	424	2.6E-05	1.4E-07	1.7E-05	2.4E-07	8.4E-05	1.1E-05	-7.52	-6.19	-2.98		NM_003476	CSRP3	-7.52	-6.19	-2.98	67	51	234	67	6042	434	42.27116158	3.640948626	31.522119	2.715099646	-3.537287468	0	0
NM_153235	TXLNB	10	393	0	371	5	1848	211	1.6E-05	4.7E-08	9.5E-06	1.6E-07	3.3E-05	5.3E-06	-8.41	-5.92	-2.63		NM_153235	TXLNB	-8.41	-5.92	-2.63	30	68	369	68	2612	216	19.37379528	1.805230734	4.169097327	0.38847229	-3.423851451	0	0
NM_181839	PKIA	3	318	0	412	6	1400	131	1.3E-05	4.7E-08	1.1E-05	1.8E-07	2.5E-05	3.3E-06	-8.11	-5.85	-2.91		NM_181839	PKIA	-8.11	-5.85	-2.91	39	72	259	72	2130	137	16.06246363	1.1460163	7.816284006	0.557672166	-3.808993718	0	0
NM_006823	PKIA	4	318	0	414	6	1401	134	1.3E-05	4.7E-08	1.1E-05	1.8E-07	2.5E-05	3.4E-06	-8.11	-5.85	-2.88		NM_006823	PKIA	-8.11	-5.85	-2.88	39	72	268	72	2133	140	16.08536296	1.171063614	7.36509293	0.536201289	-3.779857137	0	0
NM_014424	HSPB7	3	608	2	579	2	2871	397	2.5E-05	1.4E-07	1.5E-05	7.8E-08	5.1E-05	1.0E-05	-7.45	-7.56	-2.35		NM_014424	HSPB7	-7.45	-7.56	-2.35	73	14	527	73	4058	401	30.08645509	3.363239202	10.34609873	1.156547181	-3.161190837	0	0
NM_002612	PDK4	11	1992	9	356	43	8449	273	8.1E-05	4.7E-07	9.1E-06	1.2E-06	1.5E-04	6.9E-06	-7.43	-2.98	-4.45		NM_002612	PDK4	-7.43	-2.98	-4.45	74	285	56	74	10797	325	79.82445002	2.794480356	21.51602426	0.753229207	-4.836178769	0	0
NM_007078	LDB3	13	1492	3	1297	26	2742	228	6.0E-05	1.9E-07	3.3E-05	7.1E-07	4.9E-05	5.7E-06	-8.33	-5.55	-3.08		NM_007078	LDB3	-8.33	-5.55	-3.08	31	76	190	76	5531	257	47.33589034	2.176983335	8.917839176	0.410132505	-4.442532189	0	0
NM_001976	ENO3	12	1092	4	1292	74	4841	223	4.4E-05	2.3E-07	3.3E-05	2.0E-06	8.6E-05	5.6E-06	-7.56	-4.07	-3.94		NM_001976	ENO3	-7.56	-4.07	-3.94	60	161	76	76	7225	301	54.31275104	2.56911502	35.26802016	1.668256507	-4.401947554	0	0
NM_053013	ENO3	12	1085	4	1287	74	4832	223	4.4E-05	2.3E-07	3.3E-05	2.0E-06	8.6E-05	5.6E-06	-7.55	-4.07	-3.93		NM_053013	ENO3	-7.55	-4.07	-3.93	62	161	77	77	7204	301	54.12273146	2.56911502	36.1299943	1.715030053	-4.396891264	0	0
NM_006890	CEACAM7	5	186	0	108	12	308	0	7.6E-06	4.7E-08	2.8E-06	3.4E-07	5.5E-06	2.5E-08	-7.34	-3.03	-7.77		NM_006890	CEACAM7	-7.34	-3.03	-7.77	77	281	8	77	602	12	5.245082815	0.1045672	2.289429426	0.045642601	-5.648463262	9.4031E-137	7.0525E-136
NM_005609	PYGM	20	1399	22	1267	16	2171	103	5.7E-05	1.1E-06	3.2E-05	4.4E-07	3.9E-05	2.6E-06	-5.72	-6.18	-3.89		NM_005609	PYGM	-5.72	-6.18	-3.89	221	52	78	78	4837	141	42.45170458	1.342765682	11.68502741	0.369602445	-4.982543009	0	0
